"interview_id","date","location","shift_block","day_type","month","time_start","time_end","hours_fished","party_size","anglers","target_species","catch_total","catch_kept","catch_released","trip_complete","interview_complete","refused"
"2024-06-19_North Ramp_afternoon_3",2024-06-19,"North Ramp","afternoon","weekday","Jun",2024-06-19 14:27:16.034236,2024-06-19 16:29:07.966554,2.03109231039724,2,2,"Catfish",2,1,1,TRUE,TRUE,FALSE
"2024-06-19_North Ramp_afternoon_4",2024-06-19,"North Ramp","afternoon","weekday","Jun",2024-06-19 19:09:24.029297,2024-06-20 01:21:33.731844,6.20269515199046,3,3,"Walleye",11,5,6,TRUE,TRUE,FALSE
"2024-06-19_North Ramp_afternoon_5",2024-06-19,"North Ramp","afternoon","weekday","Jun",2024-06-19 17:42:53.476979,2024-06-19 22:05:52.787355,4.38314177125646,3,3,"Bass",5,0,5,TRUE,TRUE,FALSE
"2024-06-19_North Ramp_afternoon_6",2024-06-19,"North Ramp","afternoon","weekday","Jun",2024-06-19 16:06:15.048326,2024-06-19 21:01:54.142328,4.92752611161584,2,2,"Bass",11,3,8,TRUE,TRUE,FALSE
"2024-06-19_North Ramp_afternoon_7",2024-06-19,"North Ramp","afternoon","weekday","Jun",2024-06-19 17:27:04.832949,2024-06-19 21:01:03.813153,3.56638339004126,2,2,"Bass",8,2,6,TRUE,TRUE,FALSE
"2024-06-19_South Ramp_morning_1",2024-06-19,"South Ramp","morning","weekday","Jun",2024-06-19 08:20:10.88621,2024-06-19 11:08:50.046775,2.81087793477817,4,4,"Catfish",4,2,2,FALSE,TRUE,FALSE
"2024-06-19_South Ramp_morning_2",2024-06-19,"South Ramp","morning","weekday","Jun",2024-06-19 06:47:07.399151,2024-06-19 09:57:26.046551,3.1718464999204,2,2,"Panfish",4,3,1,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_afternoon_1",2024-06-20,"North Ramp","afternoon","weekday","Jun",2024-06-20 19:32:01.922364,2024-06-20 23:03:00.120278,3.51616608729158,2,2,"Catfish",2,2,0,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_afternoon_2",2024-06-20,"North Ramp","afternoon","weekday","Jun",2024-06-20 16:33:02.091113,2024-06-20 21:07:45.235003,4.57865108047294,4,4,"Bass",11,1,10,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_afternoon_3",2024-06-20,"North Ramp","afternoon","weekday","Jun",2024-06-20 18:57:52.918088,2024-06-20 22:08:19.437104,3.17403305999124,4,4,"Catfish",0,0,0,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_afternoon_4",2024-06-20,"North Ramp","afternoon","weekday","Jun",2024-06-20 14:11:20.171738,2024-06-20 19:54:37.769577,5.72155495519808,2,2,"Walleye",4,2,2,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_afternoon_5",2024-06-20,"North Ramp","afternoon","weekday","Jun",2024-06-20 15:38:04.640104,2024-06-20 22:33:24.104416,6.92207342003041,2,2,"Catfish",3,2,1,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_afternoon_6",2024-06-20,"North Ramp","afternoon","weekday","Jun",2024-06-20 15:10:33.45504,2024-06-20 16:10:33.45504,1,3,3,"Bass",2,0,2,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_morning_1",2024-06-20,"North Ramp","morning","weekday","Jun",2024-06-20 06:22:12.703198,2024-06-20 10:59:39.40165,4.6240829031427,2,2,"Panfish",18,15,3,FALSE,TRUE,FALSE
"2024-06-20_North Ramp_morning_2",2024-06-20,"North Ramp","morning","weekday","Jun",2024-06-20 08:16:01.789821,2024-06-20 14:54:59.912282,6.64947846128523,2,2,"Walleye",6,6,0,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_morning_3",2024-06-20,"North Ramp","morning","weekday","Jun",2024-06-20 06:51:32.760352,2024-06-20 08:38:18.345289,1.77932914928005,2,2,"Walleye",2,2,0,TRUE,TRUE,FALSE
"2024-06-20_North Ramp_morning_4",2024-06-20,"North Ramp","morning","weekday","Jun",2024-06-20 08:42:11.309106,2024-06-20 10:34:34.720573,1.87316985187577,3,3,"Bass",6,0,6,TRUE,TRUE,FALSE
"2024-06-21_East Pier_afternoon_1",2024-06-21,"East Pier","afternoon","weekday","Jun",2024-06-21 14:58:44.720195,2024-06-21 19:11:08.178505,4.20651619731041,1,1,"Bass",2,0,2,TRUE,TRUE,FALSE
"2024-06-21_East Pier_afternoon_2",2024-06-21,"East Pier","afternoon","weekday","Jun",2024-06-21 16:10:27.572067,2024-06-21 21:59:28.684906,5.81697578872548,3,3,"Panfish",14,12,2,TRUE,TRUE,FALSE
"2024-06-21_East Pier_afternoon_3",2024-06-21,"East Pier","afternoon","weekday","Jun",2024-06-21 16:01:12.979053,2024-06-21 18:38:40.371616,2.62427571199582,2,2,"Walleye",0,0,0,TRUE,TRUE,FALSE
"2024-06-21_East Pier_afternoon_4",2024-06-21,"East Pier","afternoon","weekday","Jun",2024-06-21 14:56:54.5902,2024-06-21 20:45:58.648812,5.81779405907585,2,2,"Walleye",3,1,2,TRUE,TRUE,FALSE
"2024-06-21_East Pier_afternoon_5",2024-06-21,"East Pier","afternoon","weekday","Jun",2024-06-21 16:57:46.93235,2024-06-21 22:01:45.95027,5.06639386652613,3,3,"Panfish",6,4,2,TRUE,TRUE,FALSE
"2024-06-21_East Pier_morning_1",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 08:41:47.408696,2024-06-21 10:12:57.579495,1.51949188865503,3,3,"Panfish",2,1,1,FALSE,TRUE,FALSE
"2024-06-21_East Pier_morning_2",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 09:02:43.228663,2024-06-21 12:23:33.092071,3.34718428011836,2,2,"Panfish",6,5,1,TRUE,TRUE,FALSE
"2024-06-21_East Pier_morning_3",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 07:30:14.977918,2024-06-21 12:29:30.313007,4.98759308019856,2,2,"Panfish",8,6,2,TRUE,TRUE,FALSE
"2024-06-21_East Pier_morning_4",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 07:01:35.791618,2024-06-21 11:54:47.40859,4.88656026993252,2,2,"Catfish",5,1,4,FALSE,TRUE,FALSE
"2024-06-21_East Pier_morning_5",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 07:28:34.365793,2024-06-21 09:42:53.359278,2.23860930128257,2,2,"Walleye",1,1,0,TRUE,TRUE,FALSE
"2024-06-21_East Pier_morning_6",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 09:24:26.937577,2024-06-21 15:16:13.856902,5.86303314577972,2,2,"Catfish",4,0,4,TRUE,TRUE,FALSE
"2024-06-21_East Pier_morning_7",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 06:12:05.740237,2024-06-21 08:33:01.079241,2.34870527912221,2,2,"Panfish",4,4,0,TRUE,TRUE,FALSE
"2024-06-21_East Pier_morning_8",2024-06-21,"East Pier","morning","weekday","Jun",2024-06-21 07:02:49.869179,2024-06-21 10:05:54.140899,3.05118658915517,1,1,"Catfish",4,3,1,FALSE,TRUE,FALSE
"2024-06-22_North Ramp_morning_1",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 08:45:46.90105,2024-06-22 14:52:13.484463,6.10738428155699,2,2,"Walleye",6,5,1,FALSE,TRUE,FALSE
"2024-06-22_North Ramp_morning_2",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 06:10:38.189223,2024-06-22 08:51:04.410325,2.67395030622466,3,3,"Walleye",4,2,2,TRUE,TRUE,FALSE
"2024-06-22_North Ramp_morning_3",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 06:37:36.62288,2024-06-22 08:37:59.042172,2.00622758108048,1,1,"Bass",5,0,5,FALSE,TRUE,FALSE
"2024-06-22_North Ramp_morning_4",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 07:27:51.14049,2024-06-22 16:51:24.681223,9.39265020372764,1,1,"Walleye",14,6,8,TRUE,TRUE,FALSE
"2024-06-22_North Ramp_morning_5",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 06:35:29.99419,2024-06-22 09:18:42.093471,2.72002757804986,2,2,"Bass",6,2,4,TRUE,TRUE,FALSE
"2024-06-22_North Ramp_morning_6",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 06:59:51.335328,2024-06-22 10:05:37.135686,3.09605565504412,1,1,"Bass",4,1,3,TRUE,TRUE,FALSE
"2024-06-22_North Ramp_morning_7",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 07:32:29.63402,2024-06-22 10:27:14.748013,2.91253166450477,1,1,"Panfish",13,8,5,TRUE,TRUE,FALSE
"2024-06-22_North Ramp_morning_8",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 06:39:02.2829,2024-06-22 08:33:59.682573,1.91594435352929,2,2,"Bass",1,1,0,TRUE,TRUE,FALSE
"2024-06-22_North Ramp_morning_9",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 09:14:35.965577,2024-06-22 12:07:14.447555,2.87735610517521,2,2,"Catfish",4,1,3,TRUE,TRUE,FALSE
"2024-06-22_North Ramp_morning_10",2024-06-22,"North Ramp","morning","weekend","Jun",2024-06-22 08:52:30.446417,2024-06-22 16:17:13.196449,7.41187500901653,4,4,"Walleye",15,7,8,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_1",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 14:47:34.350586,2024-06-22 18:10:31.217505,3.38246303297295,2,2,"Walleye",3,3,0,FALSE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_2",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 19:02:50.852315,2024-06-22 20:40:08.297663,1.62151259665867,2,2,"Panfish",2,2,0,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_3",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 15:07:57.842682,2024-06-22 19:23:58.046773,4.26672335842462,3,3,"Bass",4,1,3,FALSE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_4",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 17:37:35.406128,2024-06-22 20:32:35.854505,2.91679121577206,4,4,"Walleye",1,1,0,FALSE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_5",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 15:16:59.972024,2024-06-22 18:09:55.636209,2.88212894013107,2,2,"Panfish",5,5,0,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_6",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 19:41:10.886486,2024-06-23 00:15:27.511079,4.57128460921731,4,4,"Bass",6,1,5,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_7",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 16:16:23.439122,2024-06-23 00:10:37.564945,7.90392383960515,1,1,"Panfish",15,10,5,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_8",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 14:08:41.181849,2024-06-22 17:15:07.630742,3.10734691461146,3,3,"Walleye",2,2,0,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_9",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 17:58:20.703191,2024-06-23 00:34:02.344764,6.59490043695207,2,2,"Bass",10,2,8,FALSE,TRUE,FALSE
"2024-06-22_South Ramp_afternoon_10",2024-06-22,"South Ramp","afternoon","weekend","Jun",2024-06-22 18:33:34.491293,2024-06-22 23:30:27.681089,4.94810827673408,4,4,"Bass",7,0,7,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_morning_1",2024-06-22,"South Ramp","morning","weekend","Jun",2024-06-22 07:33:42.77439,2024-06-22 08:45:10.269899,1.19097097471063,1,1,"Walleye",0,0,0,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_morning_2",2024-06-22,"South Ramp","morning","weekend","Jun",2024-06-22 06:47:19.355105,2024-06-22 09:10:43.196139,2.3899558428484,2,2,"Walleye",2,1,1,FALSE,TRUE,FALSE
"2024-06-22_South Ramp_morning_3",2024-06-22,"South Ramp","morning","weekend","Jun",2024-06-22 06:45:52.584272,2024-06-22 16:08:18.213497,9.37378589583674,3,3,"Walleye",10,4,6,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_morning_4",2024-06-22,"South Ramp","morning","weekend","Jun",2024-06-22 08:28:15.918592,2024-06-22 11:20:53.571418,2.87712578477392,3,3,"Bass",3,0,3,TRUE,TRUE,FALSE
"2024-06-22_South Ramp_morning_5",2024-06-22,"South Ramp","morning","weekend","Jun",2024-06-22 06:43:59.41782,2024-06-22 09:10:29.069982,2.44157004494856,2,2,"Panfish",7,3,4,FALSE,TRUE,FALSE
"2024-06-23_North Ramp_afternoon_1",2024-06-23,"North Ramp","afternoon","weekend","Jun",2024-06-23 14:20:14.517854,2024-06-23 16:09:42.213457,1.82435988963334,4,4,"Bass",0,0,0,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_afternoon_2",2024-06-23,"North Ramp","afternoon","weekend","Jun",2024-06-23 18:55:30.230942,2024-06-23 23:05:28.153222,4.16608952196691,2,2,"Walleye",5,3,2,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_afternoon_3",2024-06-23,"North Ramp","afternoon","weekend","Jun",2024-06-23 19:41:04.329264,2024-06-24 00:13:05.012031,4.5335229909478,2,2,"Catfish",8,4,4,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_afternoon_4",2024-06-23,"North Ramp","afternoon","weekend","Jun",2024-06-23 16:42:38.702429,2024-06-23 21:28:43.94616,4.76812325854816,2,2,"Bass",6,0,6,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_afternoon_5",2024-06-23,"North Ramp","afternoon","weekend","Jun",2024-06-23 17:59:03.847872,2024-06-23 22:09:38.966751,4.1764219107085,2,2,"Panfish",14,10,4,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_afternoon_6",2024-06-23,"North Ramp","afternoon","weekend","Jun",2024-06-23 16:30:40.152887,2024-06-23 19:58:48.062699,3.46886383681874,1,1,"Walleye",4,4,0,FALSE,TRUE,FALSE
"2024-06-23_North Ramp_afternoon_7",2024-06-23,"North Ramp","afternoon","weekend","Jun",2024-06-23 19:42:15.237444,2024-06-24 00:08:03.044704,4.42994646117907,3,3,"Walleye",7,4,3,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_morning_1",2024-06-23,"North Ramp","morning","weekend","Jun",2024-06-23 08:45:07.954148,2024-06-23 11:24:22.265947,2.65397549976444,2,2,"Bass",6,2,4,FALSE,TRUE,FALSE
"2024-06-23_North Ramp_morning_2",2024-06-23,"North Ramp","morning","weekend","Jun",2024-06-23 08:31:36.48102,2024-06-23 11:49:22.543045,3.29612834046274,2,2,"Bass",6,3,3,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_morning_3",2024-06-23,"North Ramp","morning","weekend","Jun",2024-06-23 09:27:50.652743,2024-06-23 15:38:00.409168,6.16937678464793,2,2,"Panfish",12,11,1,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_morning_4",2024-06-23,"North Ramp","morning","weekend","Jun",2024-06-23 07:19:50.189176,2024-06-23 09:53:11.919565,2.55603621934184,2,2,"Bass",5,0,5,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_morning_5",2024-06-23,"North Ramp","morning","weekend","Jun",2024-06-23 09:10:16.17922,2024-06-23 12:38:12.518353,3.46564975929947,2,2,"Bass",6,0,6,TRUE,TRUE,FALSE
"2024-06-23_North Ramp_morning_6",2024-06-23,"North Ramp","morning","weekend","Jun",2024-06-23 07:50:47.262587,2024-06-23 09:56:33.41228,2.09615269241022,1,1,"Catfish",2,2,0,TRUE,TRUE,FALSE
"2024-06-23_South Ramp_morning_1",2024-06-23,"South Ramp","morning","weekend","Jun",2024-06-23 06:54:51.473369,2024-06-23 08:44:26.657919,1.82644015267939,2,2,"Walleye",1,1,0,TRUE,TRUE,FALSE
"2024-06-23_South Ramp_morning_2",2024-06-23,"South Ramp","morning","weekend","Jun",2024-06-23 09:56:50.8977,2024-06-23 12:54:15.170702,2.95674250050845,2,2,"Walleye",3,1,2,TRUE,TRUE,FALSE
"2024-06-23_South Ramp_morning_3",2024-06-23,"South Ramp","morning","weekend","Jun",2024-06-23 06:54:11.683731,2024-06-23 07:54:11.683731,1,1,1,"Catfish",0,0,0,TRUE,TRUE,FALSE
"2024-06-23_South Ramp_morning_4",2024-06-23,"South Ramp","morning","weekend","Jun",2024-06-23 06:21:31.930379,2024-06-23 15:18:53.055669,8.95586813599947,3,3,"Bass",12,5,7,TRUE,TRUE,FALSE
"2024-06-23_South Ramp_morning_5",2024-06-23,"South Ramp","morning","weekend","Jun",2024-06-23 08:00:41.165086,2024-06-23 13:51:08.736856,5.84099215859778,2,2,"Catfish",1,0,1,TRUE,TRUE,FALSE
"2024-06-23_South Ramp_morning_6",2024-06-23,"South Ramp","morning","weekend","Jun",2024-06-23 06:10:23.14608,2024-06-23 09:41:59.745777,3.52683324902704,2,2,"Bass",4,0,4,TRUE,TRUE,FALSE
"2024-06-24_East Pier_afternoon_1",2024-06-24,"East Pier","afternoon","weekday","Jun",2024-06-24 16:48:24.926713,2024-06-24 23:21:27.700461,6.55077048561905,3,3,"Panfish",12,8,4,TRUE,TRUE,FALSE
"2024-06-24_East Pier_afternoon_2",2024-06-24,"East Pier","afternoon","weekday","Jun",2024-06-24 18:41:59.04102,2024-06-24 22:16:13.923551,3.57080070281476,2,2,"Catfish",2,1,1,TRUE,TRUE,FALSE
"2024-06-25_East Pier_afternoon_1",2024-06-25,"East Pier","afternoon","weekday","Jun",2024-06-25 17:19:18.956594,2024-06-26 00:40:54.066776,7.35975282853314,2,2,"Catfish",4,2,2,TRUE,TRUE,FALSE
"2024-06-25_North Ramp_afternoon_1",2024-06-25,"North Ramp","afternoon","weekday","Jun",2024-06-25 17:42:18.549372,2024-06-25 20:49:38.236267,3.12213524855754,1,1,"Panfish",11,9,2,FALSE,TRUE,FALSE
"2024-06-25_North Ramp_afternoon_2",2024-06-25,"North Ramp","afternoon","weekday","Jun",2024-06-25 14:57:12.017479,2024-06-25 17:59:52.336668,3.04453310823311,3,3,"Panfish",11,9,2,FALSE,TRUE,FALSE
"2024-06-25_North Ramp_afternoon_3",2024-06-25,"North Ramp","afternoon","weekday","Jun",2024-06-25 18:37:25.518741,2024-06-25 21:06:27.903123,2.4839956615685,1,1,"Bass",4,0,4,TRUE,TRUE,FALSE
"2024-06-25_North Ramp_afternoon_4",2024-06-25,"North Ramp","afternoon","weekday","Jun",2024-06-25 19:41:40.096084,2024-06-26 02:42:48.279403,7.01893981094059,1,1,"Walleye",12,7,5,TRUE,TRUE,FALSE
"2024-06-25_North Ramp_afternoon_5",2024-06-25,"North Ramp","afternoon","weekday","Jun",2024-06-25 19:53:48.989198,2024-06-25 21:45:30.233387,1.86145671908873,2,2,"Bass",1,1,0,FALSE,TRUE,FALSE
"2024-06-25_South Ramp_morning_1",2024-06-25,"South Ramp","morning","weekday","Jun",2024-06-25 08:14:18.815106,2024-06-25 11:52:33.424919,3.63739161463355,4,4,"Panfish",10,7,3,TRUE,TRUE,FALSE
"2024-06-25_South Ramp_morning_2",2024-06-25,"South Ramp","morning","weekday","Jun",2024-06-25 07:56:04.294506,2024-06-25 09:05:32.563797,1.15785258089825,1,1,"Bass",0,0,0,TRUE,TRUE,FALSE
"2024-06-25_South Ramp_morning_3",2024-06-25,"South Ramp","morning","weekday","Jun",2024-06-25 08:23:54.187118,2024-06-25 12:43:27.090117,4.32580638851098,2,2,"Panfish",11,8,3,TRUE,TRUE,FALSE
"2024-06-25_South Ramp_morning_4",2024-06-25,"South Ramp","morning","weekday","Jun",2024-06-25 08:14:35.372329,2024-06-25 12:01:16.974787,3.77822290494867,2,2,"Walleye",1,0,1,TRUE,TRUE,FALSE
"2024-06-26_East Pier_afternoon_1",2024-06-26,"East Pier","afternoon","weekday","Jun",2024-06-26 17:41:05.786766,2024-06-26 21:18:25.603899,3.62217142576261,1,1,"Panfish",6,5,1,TRUE,TRUE,FALSE
"2024-06-26_North Ramp_morning_1",2024-06-26,"North Ramp","morning","weekday","Jun",2024-06-26 09:29:27.783454,2024-06-26 11:56:30.159066,2.45065989213234,1,1,"Walleye",3,2,1,TRUE,TRUE,FALSE
"2024-06-26_North Ramp_morning_2",2024-06-26,"North Ramp","morning","weekday","Jun",2024-06-26 06:32:32.853875,2024-06-26 10:40:19.155836,4.12952832246182,2,2,"Walleye",5,4,1,TRUE,TRUE,FALSE
"2024-06-26_North Ramp_morning_3",2024-06-26,"North Ramp","morning","weekday","Jun",2024-06-26 07:56:14.228345,2024-06-26 10:12:14.153544,2.26664588851894,2,2,"Panfish",9,6,3,TRUE,TRUE,FALSE
"2024-06-28_East Pier_morning_1",2024-06-28,"East Pier","morning","weekday","Jun",2024-06-28 06:36:59.113907,2024-06-28 13:09:40.226476,6.54475349119333,1,1,"Catfish",5,2,3,TRUE,TRUE,FALSE
"2024-06-28_East Pier_morning_2",2024-06-28,"East Pier","morning","weekday","Jun",2024-06-28 07:40:30.703211,2024-06-28 13:38:41.724192,5.96972805024653,2,2,"Bass",2,1,1,TRUE,TRUE,FALSE
"2024-06-28_East Pier_morning_3",2024-06-28,"East Pier","morning","weekday","Jun",2024-06-28 08:33:21.001736,2024-06-28 15:39:57.680774,7.11018862153003,2,2,"Walleye",4,2,2,TRUE,TRUE,FALSE
"2024-06-28_South Ramp_morning_1",2024-06-28,"South Ramp","morning","weekday","Jun",2024-06-28 06:25:17.490237,2024-06-28 08:27:31.803506,2.03730924144479,2,2,"Bass",5,1,4,FALSE,TRUE,FALSE
"2024-06-28_South Ramp_morning_2",2024-06-28,"South Ramp","morning","weekday","Jun",2024-06-28 07:13:41.502146,2024-06-28 08:19:30.847836,1.09704046943644,4,4,"Panfish",1,1,0,TRUE,TRUE,FALSE
"2024-06-28_South Ramp_morning_3",2024-06-28,"South Ramp","morning","weekday","Jun",2024-06-28 06:21:05.715129,2024-06-28 11:12:26.174258,4.85568309128342,1,1,"Bass",4,1,3,TRUE,TRUE,FALSE
"2024-06-28_South Ramp_morning_4",2024-06-28,"South Ramp","morning","weekday","Jun",2024-06-28 07:03:48.576095,2024-06-28 10:27:51.098408,3.40070064230316,1,1,"Bass",9,2,7,TRUE,TRUE,FALSE
"2024-06-29_East Pier_afternoon_1",2024-06-29,"East Pier","afternoon","weekend","Jun",2024-06-29 18:58:13.201895,2024-06-29 21:04:07.975984,2.09854835800928,1,1,"Catfish",1,1,0,TRUE,TRUE,FALSE
"2024-06-29_East Pier_afternoon_2",2024-06-29,"East Pier","afternoon","weekend","Jun",2024-06-29 16:25:24.119794,2024-06-29 22:24:29.969224,5.98495817501059,1,1,"Walleye",3,2,1,TRUE,TRUE,FALSE
"2024-06-29_East Pier_afternoon_3",2024-06-29,"East Pier","afternoon","weekend","Jun",2024-06-29 16:59:15.823992,2024-06-29 19:15:24.757174,2.26914810594398,1,1,"Panfish",2,0,2,TRUE,TRUE,FALSE
"2024-06-29_East Pier_morning_1",2024-06-29,"East Pier","morning","weekend","Jun",2024-06-29 09:52:35.182678,2024-06-29 16:45:29.250135,6.88168540480891,2,2,"Walleye",3,2,1,TRUE,TRUE,FALSE
"2024-06-29_East Pier_morning_2",2024-06-29,"East Pier","morning","weekend","Jun",2024-06-29 06:00:34.35255,2024-06-29 11:56:51.167721,5.93800421428625,1,1,"Bass",6,0,6,TRUE,TRUE,FALSE
"2024-06-29_East Pier_morning_3",2024-06-29,"East Pier","morning","weekend","Jun",2024-06-29 07:08:03.002785,2024-06-29 11:47:56.919313,4.66497681348178,3,3,"Catfish",6,3,3,TRUE,TRUE,FALSE
"2024-06-29_East Pier_morning_4",2024-06-29,"East Pier","morning","weekend","Jun",2024-06-29 06:54:08.085336,2024-06-29 10:21:08.255763,3.4500473407698,2,2,"Panfish",7,5,2,TRUE,TRUE,FALSE
"2024-06-29_East Pier_morning_5",2024-06-29,"East Pier","morning","weekend","Jun",2024-06-29 08:50:23.26554,2024-06-29 12:18:08.912874,3.46267981509433,4,4,"Panfish",11,9,2,TRUE,TRUE,FALSE
"2024-06-29_East Pier_morning_6",2024-06-29,"East Pier","morning","weekend","Jun",2024-06-29 06:49:08.527493,2024-06-29 08:56:33.224146,2.12352684814145,2,2,"Panfish",4,4,0,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_1",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 17:51:56.597227,2024-06-29 22:48:05.004766,4.93566876072149,3,3,"Walleye",10,5,5,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_2",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 16:02:04.904335,2024-06-29 21:15:40.511197,5.2265574617411,3,3,"Bass",8,1,7,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_3",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 16:31:53.60367,2024-06-29 21:47:43.762535,5.26393301791774,2,2,"Bass",7,1,6,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_4",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 19:10:27.954518,2024-06-30 03:12:08.295465,8.02787248534812,2,2,"Bass",10,1,9,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_5",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 19:23:14.006639,2024-06-29 22:49:12.346803,3.43287226754598,3,3,"Walleye",3,1,2,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_6",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 14:02:53.129115,2024-06-29 16:43:51.958291,2.6830081043744,2,2,"Walleye",1,1,0,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_7",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 19:36:32.976008,2024-06-29 21:50:57.454071,2.24013279502695,3,3,"Panfish",9,8,1,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_8",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 17:45:09.924453,2024-06-29 22:10:17.474411,4.41876387725352,2,2,"Panfish",14,10,4,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_9",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 17:33:58.614435,2024-06-29 19:02:58.537601,1.48331199060733,1,1,"Walleye",1,1,0,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_afternoon_10",2024-06-29,"North Ramp","afternoon","weekend","Jun",2024-06-29 19:09:26.804397,2024-06-30 00:42:29.593296,5.55077469403002,2,2,"Bass",7,1,6,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_morning_1",2024-06-29,"North Ramp","morning","weekend","Jun",2024-06-29 09:51:04.841517,2024-06-29 13:40:25.445666,3.82239004144712,2,2,"Bass",7,1,6,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_morning_2",2024-06-29,"North Ramp","morning","weekend","Jun",2024-06-29 06:02:25.294659,2024-06-29 09:34:29.758383,3.53457325679762,1,1,"Walleye",4,4,0,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_morning_3",2024-06-29,"North Ramp","morning","weekend","Jun",2024-06-29 07:10:15.275349,2024-06-29 09:19:37.029978,2.15604295247916,2,2,"Catfish",2,2,0,TRUE,TRUE,FALSE
"2024-06-29_North Ramp_morning_4",2024-06-29,"North Ramp","morning","weekend","Jun",2024-06-29 06:11:25.535348,2024-06-29 08:59:49.672212,2.80670468449755,2,2,"Catfish",4,2,2,TRUE,TRUE,FALSE
